name,price,depreciation,registration_date,mileage,owners,listing_url,brand
Mercedes-Benz A-Class Saloon A200 AMG Line,127800,18350,3-Sept-20,75188,2,https://www.sgcarmart.com/used_cars/info.php?ID=1303146&DL=4454&utm_content=SLeligible,mercedes-benz
Lexus ES250 Luxury,158800,20920,29-Jan-21,95000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1356000&DL=1418,lexus
Polestar 2 Electric Standard Range Single Motor,185000,20590,31-Oct-23,20400,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355994&DL=4181,polestar
Toyota Camry 2.0A (COE till 11/2025),10500,10390,24-Nov-06,237000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355990&DL=2495,toyota
Hyundai Elantra 1.6A GLS,49800,11800,29-Aug-18,98000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355982&DL=4635,hyundai
Kia Cerato 1.6A GT Line Sunroof,83800,14800,5-Dec-19,78000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355979&DL=4788,kia
Mercedes-Benz GLA-Class GLA200 AMG Line,64888,17030,23-Oct-17,108000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353407&DL=3811,mercedes-benz
Honda Civic 1.5A VTEC Turbo Sunroof,49800,15170,11-May-17,8663,4,https://www.sgcarmart.com/used_cars/info.php?ID=1348976&DL=4454,honda
Mercedes-Benz E-Class E250 Exclusive,133888,22610,15-Jan-19,81000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1348948&DL=3451,mercedes-benz
Volkswagen Golf 1.2A TSI,16888,12840,27-Nov-15,98000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1346339&DL=3811,volkswagen
Mazda 3 1.5A Sunroof,36800,11110,6-Oct-17,117000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1344309&DL=1360&utm_content=SLeligible,mazda
Honda Shuttle 1.5A G Honda Sensing,74300,12970,26-Mar-20,71000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343817&DL=1360&utm_content=SLeligible,honda
BMW 7 Series 740Li Sunroof (New 10-yr COE),178888,17880,30-Jun-15,148000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1337874&DL=3451&utm_content=SLeligible,bmw
Mercedes-Benz GLA-Class GLA200 AMG Line Sunroof,66388,20190,3-May-17,59000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1318100&DL=3451&utm_content=SLeligible,mercedes-benz
Toyota Rav4 Hybrid 2.5A X,182800,20630,23-Feb-23,35500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355976&DL=2725,toyota
MINI One 1.5A 5DR Carnaby Edition,87600,15890,31-Oct-19,80000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355918&DL=1220,mini
Volkswagen Touareg 3.0A R-Line,188800,22470,28-Dec-20,72000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355917&DL=3089,volkswagen
Mercedes-Benz GLA-Class GLA180 Urban Edition,62800,17270,17-Oct-17,125000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355674&DL=4761,mercedes-benz
Subaru Impreza 5D 1.6i-S Sunroof,38800,11390,20-Sept-17,100000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353664&DL=1360,subaru
Mercedes-Benz C-Class C200 AMG Line,39888,18960,12-Aug-15,152000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1350952&DL=3811,mercedes-benz
Honda Civic Type-R 2.0M (COE till 11/2027),78888,26250,29-Nov-07,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1347755&DL=4679&utm_content=SLeligible,honda
Mercedes-Benz B-Class B200 Progressive,104800,18280,25-Jul-19,45000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1345215&DL=2189&utm_content=SLeligible,mercedes-benz
Kia Cerato 1.6A (OPC),55800,11020,6-Jun-19,52500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1339199&DL=2393&utm_content=SLeligible,kia
Honda Odyssey 2.4A EXV-S Sunroof,69900,18410,28-Sept-17,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1338350&DL=3507&utm_content=SLeligible,honda
Toyota Harrier Turbo 2.0A M,75500,18090,9-Feb-18,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1259033&DL=3507&utm_content=SLeligible,toyota
Honda Accord 2.0A VTi-S,51500,16180,19-Jan-17,99600,2,https://www.sgcarmart.com/used_cars/info.php?ID=1239362&DL=3507&utm_content=SLeligible,honda
Subaru Exiga 2.0A GT Moonroof (COE till 11/2028),52888,13280,20-Nov-08,172000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1355974&DL=4356&utm_content=SLeligible,subaru
Toyota Wish 1.8A XE (COE till 03/2029),42800,9980,12-Mar-09,188492,4,https://www.sgcarmart.com/used_cars/info.php?ID=1355912&DL=1368&utm_content=SLeligible,toyota
Toyota Raize 1.0A X,87000,12730,16-Jul-21,20497,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355908&DL=1368,toyota
Honda HR-V 1.5A DX,29888,11570,14-Oct-16,126000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1354479&DL=3811,honda
Toyota Estima 2.4A X (COE till 03/2028),43888,13120,1-Apr-08,159000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1354462&DL=3008&utm_content=SLeligible,toyota
Volkswagen Scirocco 1.4A TSI (COE till 08/2026),16388,9410,25-Aug-11,148333,4,https://www.sgcarmart.com/used_cars/info.php?ID=1354337&DL=3750,volkswagen
Mazda 6 Wagon 2.5A Luxury Sunroof,45800,13200,27-Feb-17,107000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1351001&DL=1360,mazda
Mercedes-Benz C-Class C180 Avantgarde,54800,17270,4-Jan-17,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1350234&DL=2189,mercedes-benz
Mercedes-Benz E-Class E300 AMG Line,150800,22910,15-Jul-19,98000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1344682&DL=2189&utm_content=SLeligible,mercedes-benz
Mercedes-Benz CLA-Class CLA250 Sport (New 10-yr COE),132888,13280,27-Nov-14,118000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1342657&DL=3451&utm_content=SLeligible,mercedes-benz
Toyota Alphard Hybrid 2.5A SR C-Package Moonroof,278000,28540,19-May-23,16333,1,https://www.sgcarmart.com/used_cars/info.php?ID=1341477&DL=3175&utm_content=SLeligible,toyota
Volkswagen Golf 1.0A TSI Trendline,38800,11210,27-Dec-17,79800,2,https://www.sgcarmart.com/used_cars/info.php?ID=1325263&DL=2163&utm_content=SLeligible,volkswagen
Mercedes-Benz S-Class S320L Sunroof,199500,32630,27-Sept-18,57200,2,https://www.sgcarmart.com/used_cars/info.php?ID=1281488&DL=1127&utm_content=SLeligible,mercedes-benz
BMW X3 Mild Hybrid xDrive20i,205800,23400,21-Jun-22,28339,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355962&DL=1354,bmw
Toyota Harrier Turbo 2.0A M,69800,17380,29-Nov-17,103000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355953&DL=1061,toyota
Audi TT Coupe 2.0A TFSI S-tronic (COE till 01/2028),49800,15680,30-Jan-08,104187,5,https://www.sgcarmart.com/used_cars/info.php?ID=1355943&DL=4543&utm_content=SLeligible,audi
Mazda 6 2.5A Luxury Sunroof,39800,11680,21-Dec-16,97000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355942&DL=3004,mazda
Kia Stonic 1.0A EX,59900,12440,30-May-19,68308,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355924&DL=1164,kia
Mercedes-Benz E-Class E200 Exclusive,130800,21550,22-Mar-19,52000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355906&DL=3133,mercedes-benz
Polestar 2 Electric Long Range Single Motor,148999,19670,25-Feb-22,52000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355861&DL=1463,polestar
BMW 2 Series 216i Gran Tourer,55900,13050,3-Nov-17,150000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1355604&DL=3271,bmw
Mitsubishi Attrage 1.2A,43888,10690,10-Oct-18,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1355481&DL=4678,mitsubishi
Lexus ES250 Executive Sunroof,86800,18650,31-May-18,74400,2,https://www.sgcarmart.com/used_cars/info.php?ID=1354814&DL=1127,lexus
MINI Cooper S Cabriolet 1.6A (COE till 02/2032),80000,11010,30-Jul-12,102417,5,https://www.sgcarmart.com/used_cars/info.php?ID=1341394&DL=4003&utm_content=SLeligible,mini
BMW M4 Coupe (New 10-yr COE),253888,25370,29-May-15,99000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1340890&DL=4689&utm_content=SLeligible,bmw
Suzuki Swift Sport 1.6A (COE till 04/2029),52000,11750,27-Aug-09,10000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1309352&DL=4120&utm_content=SLeligible,suzuki
BMW X3 sDrive20i,182000,23050,10-Aug-21,57000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1300960&DL=1127&utm_content=SLeligible,bmw
Toyota Harrier 2.0A Elegance Panoramic Roof,59500,17640,30-May-17,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1251611&DL=3507&utm_content=SLeligible,toyota
Toyota Camry Hybrid 2.5A Ascent Sport,89000,17630,15-May-19,71000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355940&DL=4147,toyota
Honda Civic 1.6A VTi,37800,12300,13-Feb-17,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355937&DL=4781,honda
BMW 2 Series 218i Gran Coupe M-Sport,117000,15930,30-Nov-20,39000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355901&DL=3607,bmw
Toyota Rav4 Hybrid 2.5A Premium,161800,18580,14-Nov-22,59900,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355894&DL=3133,toyota
Nissan Qashqai 1.2A DIG-T Premium,18800,11600,12-Dec-15,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355687&DL=4239,nissan
Nissan GTR 3.8A (New 10-yr COE),299888,29970,12-Apr-08,30000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1352756&DL=3837&utm_content=SLeligible,nissan
Mercedes-Benz A-Class A200 AMG Line,108800,20080,22-May-19,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1351626&DL=4405,mercedes-benz
Toyota Harrier Hybrid 2.5A Premium,169800,21450,7-Jan-22,45000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1345298&DL=3989&utm_content=SLeligible,toyota
Audi A3 Sedan 1.0A TFSI S-tronic,41500,15970,28-Dec-16,116000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1345191&DL=2191&utm_content=SLeligible,audi
Honda E Electric Advance,95888,13760,5-Jun-21,37000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1344690&DL=1277&utm_content=SLeligible,honda
Toyota Wish 1.8A,52800,15220,20-Sept-17,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1342362&DL=3933&utm_content=SLeligible,toyota
BMW 5 Series 523i (COE till 10/2029),58500,11860,31-May-10,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1340435&DL=4405&utm_content=SLeligible,bmw
SEAT Leon CUPRA 2.0A TSI DSG,81800,20720,28-Nov-17,101203,2,https://www.sgcarmart.com/used_cars/info.php?ID=1340168&DL=4263&utm_content=SLeligible,seat
Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,80800,16270,25-Sept-18,109592,2,https://www.sgcarmart.com/used_cars/info.php?ID=1339620&DL=4263&utm_content=SLeligible,mercedes-benz
BMW X1 sDrive16i M-Sport,182288,20030,25-Nov-22,24500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1335733&DL=3570&utm_content=SLeligible,bmw
Mitsubishi Lancer EX 1.6A,20888,10700,23-Mar-16,110600,2,https://www.sgcarmart.com/used_cars/info.php?ID=1326265&DL=1277&utm_content=SLeligible,mitsubishi
Mazda 2 1.5A Standard Plus,43000,11300,27-Jun-18,91800,2,https://www.sgcarmart.com/used_cars/info.php?ID=1294066&DL=4667&utm_content=SLeligible,mazda
Mercedes-Benz B-Class B180 Style,54800,15320,20-Sept-17,116664,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355941&DL=1277,mercedes-benz
Honda Vezel 1.5A X,69500,13920,28-May-19,76042,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355936&DL=1164,honda
Toyota Corolla 1.3M (COE till 04/2029),38000,8580,29-May-00,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1354944&DL=4659,toyota
Subaru Forester 2.0i-L Sunroof,51800,12330,21-Jul-18,155000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1354177&DL=3792,subaru
Citroen DS5 Diesel 1.6A,30800,9100,9-Feb-17,122573,3,https://www.sgcarmart.com/used_cars/info.php?ID=1353458&DL=4263,citroen
Porsche 911 Turbo Coupe 3.6A Tip (COE till 08/2030),199888,34680,2-Jan-01,27000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1350720&DL=3837,porsche
Mazda 5 2.0A Sunroof,45888,12110,28-Dec-17,105000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1349710&DL=1277,mazda
BMW 5 Series 530i Luxury,89800,23430,19-May-17,71831,2,https://www.sgcarmart.com/used_cars/info.php?ID=1347915&DL=4234&utm_content=SLeligible,bmw
Jaguar I-PACE Electric SE,369800,35240,28-Dec-23,16650,1,https://www.sgcarmart.com/used_cars/info.php?ID=1345057&DL=2754&utm_content=SLeligible,jaguar
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,152388,24140,14-Nov-19,95651,3,https://www.sgcarmart.com/used_cars/info.php?ID=1341341&DL=3570&utm_content=SLeligible,mercedes-benz
MINI Cooper S Coupe 1.6A (COE till 09/2033),108800,12300,30-Sept-13,66429,4,https://www.sgcarmart.com/used_cars/info.php?ID=1340246&DL=2793&utm_content=SLeligible,mini
Mercedes-Benz C-Class C180 Coupe (COE till 01/2031),68800,11130,23-Feb-12,167388,3,https://www.sgcarmart.com/used_cars/info.php?ID=1339194&DL=4454&utm_content=SLeligible,mercedes-benz
BMW 1 Series 118i 5DR Highline,108388,15840,21-Jul-20,59000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1336408&DL=4092&utm_content=SLeligible,bmw
Peugeot 508 Diesel 1.6A BlueHDi Allure,17888,7960,25-Feb-16,110000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1300129&DL=1277,peugeot
Land Rover Range Rover Velar 2.0A R-Dynamic S Sunroof,349800,34570,26-Jul-23,17100,1,https://www.sgcarmart.com/used_cars/info.php?ID=1240987&DL=2754&utm_content=SLeligible,land
BMW 2 Series 216i Gran Tourer Luxury,93800,14980,29-Oct-19,88831,1,https://www.sgcarmart.com/used_cars/info.php?ID=1341711&DL=4234&utm_content=SLeligible,bmw
Porsche 718 Boxster 2.0A PDK,158800,39580,22-Sept-17,75888,3,https://www.sgcarmart.com/used_cars/info.php?ID=1333880&DL=4454&utm_content=SLeligible,porsche
Honda Stream 1.8A (COE till 08/2030),59800,10400,26-Aug-10,140395,5,https://www.sgcarmart.com/used_cars/info.php?ID=1332024&DL=4263&utm_content=SLeligible,honda
Volkswagen Beetle 1.2A TSI,80800,15980,24-Apr-19,38000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1331964&DL=3004&utm_content=SLeligible,volkswagen
MINI Cooper Cabriolet 1.5A,65888,18430,29-Sept-17,87800,3,https://www.sgcarmart.com/used_cars/info.php?ID=1326936&DL=4092&utm_content=SLeligible,mini
Land Rover Range Rover Velar 2.0A R-Dynamic HSE Sunroof,335800,31320,15-Sept-23,12500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1324943&DL=2754&utm_content=SLeligible,land
Kia Cerato K3 1.6A Sunroof,46500,11260,10-May-18,114940,3,https://www.sgcarmart.com/used_cars/info.php?ID=1324499&DL=4263&utm_content=SLeligible,kia
Honda Jazz 1.5A,26800,12590,25-Jul-16,103000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1321957&DL=3004&utm_content=SLeligible,honda
Hyundai Avante 1.6A S,110800,13990,22-Aug-22,55000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1320206&DL=3004&utm_content=SLeligible,hyundai
Volkswagen Jetta 1.4A TSI (COE till 08/2030),50800,8810,8-Sept-10,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1307786&DL=4234&utm_content=SLeligible,volkswagen
Land Rover Range Rover Mild Hybrid 3.0A SWB Autobiography,688800,73020,6-Jul-23,33000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1256167&DL=2754&utm_content=SLeligible,land
Honda Vezel 1.5A G,138800,14920,28-Dec-23,24000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355896&DL=3758,honda
Mercedes-Benz CLC-Class CLC180K (COE till 01/2029),44800,10710,17-Sept-09,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1354525&DL=4768&utm_content=SLeligible,mercedes-benz
Mazda 3 1.5A Deluxe Sunroof,39900,11610,27-Sept-17,104500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1343090&DL=4352&utm_content=SLeligible,mazda
Honda Fit 1.5A RS (COE till 07/2028),38800,10550,21-Aug-08,140000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1330619&DL=3004&utm_content=SLeligible,honda
Honda Civic 1.6A VTi,66000,13560,14-Jan-19,94541,3,https://www.sgcarmart.com/used_cars/info.php?ID=1325651&DL=4667&utm_content=SLeligible,honda
BMW 3 Series 316i (COE till 06/2033),97800,11380,13-Dec-13,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1299060&DL=4234&utm_content=SLeligible,bmw
Mercedes-Benz A-Class A200 AMG Line,Tender,,21-Mar-19,77505,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355933&DL=511,mercedes-benz
Mercedes-Benz E-Class E200 Avantgarde,Tender,,16-Dec-19,73002,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355929&DL=511,mercedes-benz
Audi Q3 1.4A TFSI S-tronic,44800,14630,29-Nov-16,101357,3,https://www.sgcarmart.com/used_cars/info.php?ID=1355886&DL=4412,audi
Toyota Harrier Turbo 2.0A G Panoramic Roof,71500,17620,13-Nov-17,131029,1,https://www.sgcarmart.com/used_cars/info.php?ID=1351294&DL=4228,toyota
Mercedes-Benz C-Class C180 CGI (COE till 09/2030),55000,9410,8-Oct-10,137000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1324412&DL=4228&utm_content=SLeligible,mercedes-benz
Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,128800,19730,28-Oct-20,84240,2,https://www.sgcarmart.com/used_cars/info.php?ID=1320650&DL=3037&utm_content=SLeligible,nissan
Nissan Qashqai 1.2A DIG-T,49588,11960,16-Mar-18,79000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1318393&DL=2984&utm_content=SLeligible,nissan
Mercedes-Benz GLA-Class GLA180 Urban Edition,Tender,,15-Nov-17,56376,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355926&DL=511,mercedes-benz
Volkswagen Golf GTI 5DR,55800,20640,25-Aug-16,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1355891&DL=3137,volkswagen
Audi A3 Sedan 1.4A TFSI Ambiente,29800,12730,29-Jul-16,114128,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355885&DL=4412,audi
Honda Shuttle 1.5A G Honda Sensing,69999,13140,18-Oct-19,55216,2,https://www.sgcarmart.com/used_cars/info.php?ID=1345510&DL=4555&utm_content=SLeligible,honda
Honda Vezel Hybrid 1.5A X,39399,13500,22-Aug-17,85390,2,https://www.sgcarmart.com/used_cars/info.php?ID=1344912&DL=4555&utm_content=SLeligible,honda
Toyota Noah Hybrid 1.8A X,114800,19940,5-Dec-19,77000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1334545&DL=2984&utm_content=SLeligible,toyota
Volkswagen Sharan 2.0A TSI Panoramic Roof,65800,16140,20-Sept-17,134000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1317900&DL=3037&utm_content=SLeligible,volkswagen
Mercedes-Benz S-Class S400L (New 10-yr COE),199800,19970,3-Jun-15,60000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355915&DL=3116&utm_content=SLeligible,mercedes-benz
Audi A5 Sportback 2.0A TFSI S-tronic Design,98800,20230,13-Aug-18,106000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1351908&DL=3037,audi
Toyota Camry Hybrid 2.5A Ascent Sport,122800,19150,1-Sept-20,69000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1349501&DL=3037,toyota
Toyota Camry Hybrid 2.5A Ascent Sport,153800,17800,11-Nov-22,55652,2,https://www.sgcarmart.com/used_cars/info.php?ID=1330429&DL=2874&utm_content=SLeligible,toyota
Honda Vezel 1.5A G Honda Sensing,149800,14580,10-Jul-24,80,1,https://www.sgcarmart.com/used_cars/info.php?ID=1321498&DL=2454&utm_content=SLeligible,honda
Toyota Vellfire 2.5A Z G-Edition,163588,25950,30-Dec-19,52000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1298240&DL=2984&utm_content=SLeligible,toyota
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,83999,16680,26-Feb-19,91000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1291680&DL=4555&utm_content=SLeligible,nissan
Mazda 2 HB 1.5A Standard,53588,11590,26-Nov-18,51000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1289498&DL=2984&utm_content=SLeligible,mazda
Lamborghini Gallardo Spyder (COE till 10/2029),175800,35650,11-Nov-09,33000,6,https://www.sgcarmart.com/used_cars/info.php?ID=1268875&DL=2080&utm_content=SLeligible,lamborghini
Toyota Vios 1.5A E (COE till 10/2028),39888,10150,19-Dec-08,188596,5,https://www.sgcarmart.com/used_cars/info.php?ID=1355913&DL=4346&utm_content=SLeligible,toyota
BMW X1 sDrive18i,95000,16410,31-May-19,82214,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355882&DL=3597,bmw
Mercedes-Benz E-Class E200 CGI (COE till 10/2030),60800,10250,29-Dec-10,139000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1353376&DL=3750&utm_content=SLeligible,mercedes-benz
Mazda 3 HB 1.5A Deluxe Sunroof,53800,12430,29-Jun-18,90000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1350860&DL=4108,mazda
Mercedes-Benz E-Class E200 Avantgarde,131800,20960,20-Jun-19,97000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1349592&DL=2341,mercedes-benz
Toyota Noah Hybrid 1.8A X,189800,18380,4-Sept-24,50,1,https://www.sgcarmart.com/used_cars/info.php?ID=1338609&DL=2454&utm_content=SLeligible,toyota
Mercedes-Benz E-Class E250 Avantgarde,115800,22100,24-May-18,92000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1337885&DL=2341&utm_content=SLeligible,mercedes-benz
Kia K5 Optima 2.0A,27300,11350,28-Jan-16,162000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1324844&DL=2952,kia
Toyota Crown Crossover Hybrid 2.5 G Advanced Leather Package,269800,25230,27-Jun-24,80,1,https://www.sgcarmart.com/used_cars/info.php?ID=1317181&DL=2454&utm_content=SLeligible,toyota
Mercedes-Benz E-Class E250 CGI (COE till 09/2030),69500,11940,22-Sept-10,152000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1297504&DL=2952&utm_content=SLeligible,mercedes-benz
Toyota C-HR Hybrid 1.8A S LED,78800,14320,6-Sept-19,45000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1291665&DL=2578&utm_content=SLeligible,toyota
Honda Jazz 1.3A L (COE till 02/2032),72399,9970,2-Apr-12,92000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1288347&DL=4555&utm_content=SLeligible,honda
Toyota Vellfire Hybrid 2.5A Z Premium,349800,33370,5-Apr-24,201,1,https://www.sgcarmart.com/used_cars/info.php?ID=1286839&DL=2454&utm_content=SLeligible,toyota
Toyota Harrier 2.0A Premium,73888,17060,13-Dec-17,74000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355911&DL=3875,toyota
Toyota Sienta 1.5A Elegance,74800,14940,9-Apr-19,63000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355910&DL=3047,toyota
Toyota Corolla Altis 1.6A Standard,63800,14220,11-Sept-18,28000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1354730&DL=2341,toyota
